date_time_from,date_time_to,app_registrations,qr_codes_generated,nzbn_registered_businesses,scans,manual_entries,active_devices,bluetooth_active_24hr,origin_date
31/07/2021 12:00,01/08/2021 12:00,477,118,12,503654,23243,270432,1484584,0031-07-20
01/08/2021 12:00,02/08/2021 12:00,444,194,15,499461,24490,280459,1491811,0001-08-20
02/08/2021 12:00,03/08/2021 12:00,457,592,36,530975,24865,291143,1494080,0002-08-20
03/08/2021 12:00,04/08/2021 12:00,425,669,30,540909,24438,295287,1494971,0003-08-20
04/08/2021 12:00,05/08/2021 12:00,479,650,41,568860,27075,307728,1497332,0004-08-20
05/08/2021 12:00,06/08/2021 12:00,463,592,33,575566,25459,304821,1500805,0005-08-20
06/08/2021 12:00,07/08/2021 12:00,395,499,21,572614,23650,297127,1502392,0006-08-20
07/08/2021 12:00,08/08/2021 12:00,302,121,12,475974,20583,255553,1497827,0007-08-20
08/08/2021 12:00,09/08/2021 12:00,361,182,15,439191,23594,249726,1506839,0008-08-20
09/08/2021 12:00,10/08/2021 12:00,439,700,36,522024,26050,286518,1510613,0009-08-20
10/08/2021 12:00,11/08/2021 12:00,430,605,39,579445,25321,307953,1513447,0010-08-20
11/08/2021 12:00,12/08/2021 12:00,605,694,42,615261,28976,326873,1516064,0011-08-20
12/08/2021 12:00,13/08/2021 12:00,616,864,44,643613,27671,334892,1519130,0012-08-20
13/08/2021 12:00,14/08/2021 12:00,571,594,26,624766,27147,322193,1519903,0013-08-20
14/08/2021 12:00,15/08/2021 12:00,446,147,17,529208,22905,279839,1514023,0014-08-20
15/08/2021 12:00,16/08/2021 12:00,465,208,18,526914,25776,291075,1521423,0015-08-20
16/08/2021 12:00,17/08/2021 12:00,489,297,41,555441,25306,301951,1525306,0016-08-20
