Date/Time From,Date/Time To,App Registrations,QR Codes Generated,NZBN Registered Businesses,Scans,Manual Entries,Active Devices,Bluetooth Active (24hr)
06/07/2021 12:00,07/07/2021 12:00,"1,082",577,33,"703,790","33,116","372,903","1,495,009"
07/07/2021 12:00,08/07/2021 12:00,"1,077",607,32,"720,507","31,668","380,327","1,494,760"
08/07/2021 12:00,09/07/2021 12:00,"1,105",616,20,"726,658","31,573","379,057","1,494,548"
09/07/2021 12:00,10/07/2021 12:00,"1,152",583,29,"718,993","30,274","367,985","1,492,946"
10/07/2021 12:00,11/07/2021 12:00,"1,100",136,14,"628,337","26,972","324,897","1,485,271"
11/07/2021 12:00,12/07/2021 12:00,"1,009",257,23,"590,761","29,059","321,561","1,491,288"
12/07/2021 12:00,13/07/2021 12:00,"1,126",587,42,"657,295","30,418","346,003","1,493,767"
13/07/2021 12:00,14/07/2021 12:00,"1,117",521,29,"674,317","29,293","352,810","1,494,486"
14/07/2021 12:00,15/07/2021 12:00,"1,140",598,39,"696,012","30,319","361,282","1,495,008"
15/07/2021 12:00,16/07/2021 12:00,"1,190",596,28,"701,051","29,638","359,956","1,495,096"
16/07/2021 12:00,17/07/2021 12:00,973,423,26,"626,674","26,242","325,928","1,493,082"
17/07/2021 12:00,18/07/2021 12:00,818,139,12,"499,839","22,639","272,182","1,486,125"
18/07/2021 12:00,19/07/2021 12:00,853,232,30,"547,508","26,660","301,763","1,492,538"
19/07/2021 12:00,20/07/2021 12:00,688,608,33,"624,094","29,026","331,297","1,494,995"
20/07/2021 12:00,21/07/2021 12:00,791,579,51,"648,848","29,171","339,050","1,495,447"
21/07/2021 12:00,22/07/2021 12:00,753,523,31,"626,733","28,712","332,186","1,495,777"
22/07/2021 12:00,23/07/2021 12:00,847,593,32,"641,684","28,028","336,040","1,495,497"
23/07/2021 12:00,24/07/2021 12:00,789,493,19,"641,951","28,839","330,353","1,493,283"
24/07/2021 12:00,25/07/2021 12:00,523,135,16,"543,283","25,107","288,645","1,486,250"
25/07/2021 12:00,26/07/2021 12:00,448,212,20,"512,442","27,196","287,861","1,493,397"
26/07/2021 12:00,27/07/2021 12:00,619,565,34,"551,162","27,592","302,933","1,494,941"
27/07/2021 12:00,28/07/2021 12:00,526,667,31,"580,863","26,891","314,734","1,495,321"
28/07/2021 12:00,29/07/2021 12:00,546,544,32,"602,506","26,973","324,669","1,495,060"
29/07/2021 12:00,30/07/2021 12:00,511,569,37,"618,186","27,892","327,945","1,494,077"
30/07/2021 12:00,31/07/2021 12:00,520,556,20,"586,522","24,576","308,169","1,492,106"
31/07/2021 12:00,01/08/2021 12:00,477,118,12,"503,668","23,243","270,444","1,484,584"
01/08/2021 12:00,02/08/2021 12:00,444,194,15,"499,474","24,490","280,466","1,491,811"
02/08/2021 12:00,03/08/2021 12:00,457,592,36,"530,983","24,865","291,151","1,494,080"
03/08/2021 12:00,04/08/2021 12:00,425,669,30,"540,928","24,438","295,301","1,494,971"
04/08/2021 12:00,05/08/2021 12:00,479,650,41,"568,877","27,075","307,742","1,497,332"
05/08/2021 12:00,06/08/2021 12:00,463,592,33,"575,603","25,459","304,840","1,500,805"
06/08/2021 12:00,07/08/2021 12:00,395,499,21,"572,642","23,650","297,143","1,502,392"
07/08/2021 12:00,08/08/2021 12:00,302,121,12,"475,993","20,584","255,568","1,497,827"
08/08/2021 12:00,09/08/2021 12:00,361,182,15,"439,215","23,594","249,740","1,506,839"
09/08/2021 12:00,10/08/2021 12:00,439,700,36,"522,059","26,050","286,544","1,510,613"
10/08/2021 12:00,11/08/2021 12:00,430,605,39,"579,499","25,322","307,999","1,513,447"
11/08/2021 12:00,12/08/2021 12:00,605,694,42,"615,330","28,976","326,926","1,516,064"
12/08/2021 12:00,13/08/2021 12:00,616,864,44,"643,727","27,671","334,965","1,519,130"
13/08/2021 12:00,14/08/2021 12:00,571,594,26,"624,908","27,148","322,279","1,519,903"
14/08/2021 12:00,15/08/2021 12:00,446,147,17,"529,429","22,905","279,979","1,514,023"
15/08/2021 12:00,16/08/2021 12:00,465,208,18,"527,370","25,778","291,369","1,521,423"
16/08/2021 12:00,17/08/2021 12:00,489,297,41,"556,552","25,314","302,568","1,525,306"
17/08/2021 12:00,18/08/2021 12:00,"15,021","1,541",182,"760,109","255,302","501,540","1,580,427"
18/08/2021 12:00,19/08/2021 12:00,"21,294","2,525",505,"497,085","227,640","387,697","1,638,387"
